Date_Last_Modified,Name,Icon,Lat,Lon,Link1,Freq1,Offset1,Tone1,OnAir1,Mode1,Link2,Freq2,Offset2,Tone2,OnAir2,Mode2,Link3,Freq3,Offset3,Tone3,OnAir3,Mode3,Link4,Freq4,Offset4,Tone4,OnAir4,Mode4,Link5,Freq5,Offset5,Tone5,OnAir5,Mode5
"2026-01-19","K2EJ","repeater_gray","39.49472740","-76.30348660","https://www.repeaterbook.com/repeaters/details.php?state_id=24&ID=21860","224.220000","-","110.9","Yes","FM AllStar","https://www.repeaterbook.com/repeaters/details.php?state_id=24&ID=23115","449.375000","-","107.2","Yes","FM AllStar EchoLink IRLP Fusion","","","","","","","","","","","","","","","","","",""
"2026-01-19","W3BAB","repeater_gray","39.40","-76.60","https://www.repeaterbook.com/repeaters/details.php?state_id=24&ID=21988","421.250000","s","","Yes","ATV","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-01-19","N3KUN","repeater_gray","38.37","-76.78","https://www.repeaterbook.com/repeaters/details.php?state_id=24&ID=21990","145.250000","-","110.9","Yes","FM","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-01-19","KC3WRK","repeater_gray","39.54000000","-76.33000000","https://www.repeaterbook.com/repeaters/details.php?state_id=24&ID=22424","446.460000","x","","Yes","DMR","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-01-19","","repeater_gray","39.49459500","-76.30345800","https://www.repeaterbook.com/repeaters/details.php?state_id=24&ID=22631","439.975000","x","107.2","Yes","FM","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-01-19","N3KNT","repeater_gray","38.69","-75.77","https://www.repeaterbook.com/repeaters/details.php?state_id=24&ID=22742","442.050000","+","","Yes","DMR","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-01-19","K3YDA","repeater_gray","39.59","-78.95","https://www.repeaterbook.com/repeaters/details.php?state_id=24&ID=23536","223.920000","-","","Yes","FM","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-01-19","K3AYV","repeater_gray","39.28","-76.63","https://www.repeaterbook.com/repeaters/details.php?state_id=24&ID=23608","442.900000","+","162.2","No","FM","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-01-19","N4TIK","repeater_gray","37.98","-75.85","https://www.repeaterbook.com/repeaters/details.php?state_id=24&ID=24034","145.110000","-","156.7","Yes","FM Fusion WIRES-X","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-01-19","W0ATN","repeater_gray","38.72119904","-90.46440125","https://www.repeaterbook.com/repeaters/details.php?state_id=29&ID=17063","426.000000","s","","Yes","ATV","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-01-19","N0ARS","repeater_gray","38.72762680","-90.43916321","https://www.repeaterbook.com/repeaters/details.php?state_id=29&ID=17201","442.375000","+","141.3","Yes","FM","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-01-19","VE9DGP","repeater_gray","45.94","-66.65","https://www.repeaterbook.com/repeaters/details.php?state_id=CA04&ID=19","147.360000","+","123.0","Yes","FM EchoLink P-25","","","","","","","","","","","","","","","","","","","","","","","",""
